Dose in ,Sclera:1_1266, 178.101, nanoGy 
Dose in ,Glaskörper:1_3685, 55.9175, nanoGy 
Dose in ,Netzhaut:1_228, 0, picoGy 
Dose in ,Glaskörper:1_1092, 0, picoGy 
Dose in ,Choroidea:1_563, 0, picoGy 
Dose in ,Sclera:1_848, 480.717, nanoGy 
Dose in ,Choroidea:1_205, 575.975, nanoGy 
Dose in ,Applikator:1_278, 250.455, nanoGy 
Dose in ,Sclera:1_690, 432.126, nanoGy 
Dose in ,Netzhaut:1_1183, 145.39, nanoGy 
Dose in ,Choroidea:1_1302, 123.514, nanoGy 
Dose in ,Glaskörper:1_4854, 230.49, nanoGy 
Dose in ,Glaskörper:1_5592, 72.4925, nanoGy 
Dose in ,Netzhaut:1_1197, 239.341, nanoGy 
Dose in ,Glaskörper:1_4698, 0, picoGy 
Dose in ,Choroidea:1_1316, 83.97, nanoGy 
Dose in ,Glaskörper:1_4840, 32.9777, nanoGy 
Dose in ,Glaskörper:1_5586, 206.626, nanoGy 
Dose in ,Choroidea:1_211, 234.096, nanoGy 
Dose in ,Sclera:1_684, 13.4515, nanoGy 
Dose in ,Glaskörper:1_1938, 65.2517, nanoGy 
Dose in ,Choroidea:1_2179, 230.165, nanoGy 
Dose in ,Glaskörper:1_1086, 73.9072, nanoGy 
Dose in ,Choroidea:1_577, 290.191, nanoGy 
Dose in ,Glaskörper:1_3849, 145.077, nanoGy 
Dose in ,Choroidea:1_1470, 188.15, nanoGy 
Dose in ,Netzhaut:1_1829, 0, picoGy 
Dose in ,Glaskörper:1_3691, 0, picoGy 
Dose in ,Sehnerv:1_208, 0, picoGy 
Dose in ,Cornea:1_187, 0, picoGy 
Dose in ,Choroidea:1_2151, 84.7992, nanoGy 
Dose in ,Applikator:1_522, 184.374, nanoGy 
Dose in ,Glaskörper:1_3861, 0, picoGy 
Dose in ,Netzhaut:1_1801, 272.762, nanoGy 
Dose in ,Choroidea:1_1458, 0, picoGy 
Dose in ,Sehnerv:1_220, 0, picoGy 
Dose in ,Netzhaut:1_214, 0, picoGy 
Dose in ,Netzhaut:1_572, 116.407, nanoGy 
Dose in ,Sclera:1_2182, 344.543, nanoGy 
Dose in ,Sehnerv:1_546, 130.451, nanoGy 
Dose in ,Glaskörper:1_4868, 169.697, nanoGy 
Dose in ,Sclera:1_874, 153.941, nanoGy 
Dose in ,Choroidea:1_239, 473.223, nanoGy 
Dose in ,Applikator:1_244, 260.634, nanoGy 
Dose in ,Glaskörper:1_1910, 84.3024, nanoGy 
Dose in ,Applikator:1_250, 141.903, nanoGy 
Dose in ,Sclera:1_860, 0, picoGy 
Dose in ,Glaskörper:1_1904, 110.916, nanoGy 
Dose in ,Netzhaut:1_566, 325.075, nanoGy 
Dose in ,Sclera:1_2196, 320.943, nanoGy 
Dose in ,Sehnerv:1_552, 412.278, nanoGy 
Dose in ,Glaskörper:1_3875, 103.715, nanoGy 
Dose in ,Netzhaut:1_1815, 119.268, nanoGy 
Dose in ,Sehnerv:1_234, 0, picoGy 
Dose in ,Netzhaut:1_200, 0, picoGy 
Dose in ,Cornea:1_193, 223.646, nanoGy 
Dose in ,Choroidea:1_2145, 266.702, nanoGy 
Dose in ,Applikator:1_536, 130.006, nanoGy 
Dose in ,Sehnerv:1_553, 290.607, nanoGy 
Dose in ,Sclera:1_2197, 215.87, nanoGy 
Dose in ,Netzhaut:1_567, 0, picoGy 
Dose in ,Glaskörper:1_1905, 105.165, nanoGy 
Dose in ,Applikator:1_251, 0, picoGy 
Dose in ,Sclera:1_861, 560.972, nanoGy 
Dose in ,Applikator:1_537, 499.691, nanoGy 
Dose in ,Choroidea:1_2144, 384.55, nanoGy 
Dose in ,Cornea:1_192, 0, picoGy 
Dose in ,Netzhaut:1_201, 0, picoGy 
Dose in ,Sehnerv:1_235, 0, picoGy 
Dose in ,Netzhaut:1_1814, 0, picoGy 
Dose in ,Glaskörper:1_3874, 0, picoGy 
Dose in ,Netzhaut:1_215, 0, picoGy 
Dose in ,Sehnerv:1_221, 0, picoGy 
Dose in ,Choroidea:1_1459, 13.6194, nanoGy 
Dose in ,Netzhaut:1_1800, 513.753, nanoGy 
Dose in ,Glaskörper:1_3860, 0, picoGy 
Dose in ,Applikator:1_523, 0, picoGy 
Dose in ,Choroidea:1_2150, 396.844, nanoGy 
Dose in ,Cornea:1_186, 480.293, nanoGy 
Dose in ,Glaskörper:1_1911, 163.359, nanoGy 
Dose in ,Choroidea:1_238, 2.88734, microGy
Dose in ,Sclera:1_875, 50.217, nanoGy 
Dose in ,Applikator:1_245, 226.13, nanoGy 
Dose in ,Glaskörper:1_4869, 52.097, nanoGy 
Dose in ,Sehnerv:1_547, 735.13, nanoGy 
Dose in ,Sclera:1_2183, 234.343, nanoGy 
Dose in ,Netzhaut:1_573, 400.382, nanoGy 
Dose in ,Glaskörper:1_1939, 101.01, nanoGy 
Dose in ,Sclera:1_685, 236.223, nanoGy 
Dose in ,Choroidea:1_210, 0, picoGy 
Dose in ,Glaskörper:1_5587, 178.059, nanoGy 
Dose in ,Glaskörper:1_4841, 229.141, nanoGy 
Dose in ,Choroidea:1_1317, 0, picoGy 
Dose in ,Glaskörper:1_4699, 50.8242, nanoGy 
Dose in ,Netzhaut:1_1196, 56.8173, nanoGy 
Dose in ,Sehnerv:1_209, 0, picoGy 
Dose in ,Glaskörper:1_3690, 0, picoGy 
Dose in ,Netzhaut:1_1828, 0, picoGy 
Dose in ,Choroidea:1_1471, 81.2868, nanoGy 
Dose in ,Glaskörper:1_3848, 30.6337, nanoGy 
Dose in ,Choroidea:1_576, 643.254, nanoGy 
Dose in ,Choroidea:1_2178, 157.171, nanoGy 
Dose in ,Glaskörper:1_1087, 101.983, nanoGy 
Dose in ,Choroidea:1_562, 146.971, nanoGy 
Dose in ,Glaskörper:1_1093, 182.183, nanoGy 
Dose in ,Netzhaut:1_229, 363.534, nanoGy 
Dose in ,Glaskörper:1_3684, 0, picoGy 
Dose in ,Choroidea:1_1465, 341.667, nanoGy 
Dose in ,Glaskörper:1_5593, 97.6279, nanoGy 
Dose in ,Glaskörper:1_4855, 76.0338, nanoGy 
Dose in ,Choroidea:1_1303, 87.8912, nanoGy 
Dose in ,Netzhaut:1_1182, 666.284, nanoGy 
Dose in ,Sclera:1_691, 0, picoGy 
Dose in ,Choroidea:1_204, 0, picoGy 
Dose in ,Sclera:1_849, 176.056, nanoGy 
Dose in ,Applikator:1_279, 167.356, nanoGy 
Dose in ,Glaskörper:1_6071, 97.852, nanoGy 
Dose in ,Applikator:1_292, 405.622, nanoGy 
Dose in ,Glaskörper:1_407, 151.777, nanoGy 
Dose in ,Glaskörper:1_3109, 0, picoGy 
Dose in ,Sehnerv:1_590, 0, picoGy 
Dose in ,Sclera:1_2154, 273.096, nanoGy 
Dose in ,Glaskörper:1_4666, 73.6338, nanoGy 
Dose in ,Netzhaut:1_1169, 62.124, nanoGy 
Dose in ,Glaskörper:1_5578, 124.06, nanoGy 
Dose in ,Glaskörper:1_2217, 133.639, nanoGy 
Dose in ,Linse:1_65, 78.9963, nanoGy 
Dose in ,Glaskörper:1_2571, 151.76, nanoGy 
Dose in ,Sclera:1_2632, 385.587, nanoGy 
Dose in ,Glaskörper:1_4100, 141.135, nanoGy 
Dose in ,Cornea:1_151, 249.998, nanoGy 
Dose in ,Choroidea:1_589, 350.695, nanoGy 
Dose in ,Glaskörper:1_361, 22.6358, nanoGy 
Dose in ,Glaskörper:1_1078, 102.111, nanoGy 
Dose in ,Choroidea:1_2187, 0, picoGy 
Dose in ,Sclera:1_108, 127.776, nanoGy 
Dose in ,Cornea:1_145, 180.698, nanoGy 
Dose in ,Glaskörper:1_375, 199.88, nanoGy 
Dose in ,Choroidea:1_2193, 0, picoGy 
Dose in ,Glaskörper:1_2565, 199.865, nanoGy 
Dose in ,Sclera:1_2626, 86.0536, nanoGy 
Dose in ,Glaskörper:1_4114, 108.306, nanoGy 
Dose in ,Sehnerv:1_584, 0, picoGy 
Dose in ,Sclera:1_2140, 39.9546, nanoGy 
Dose in ,Glaskörper:1_4672, 47.3992, nanoGy 
Dose in ,Glaskörper:1_2203, 93.3273, nanoGy 
Dose in ,Linse:1_71, 144.761, nanoGy 
Dose in ,Applikator:1_286, 191.989, nanoGy 
Dose in ,Glaskörper:1_6065, 58.9855, nanoGy 
Dose in ,Glaskörper:1_413, 49.2599, nanoGy 
Dose in ,Sclera:1_1449, 7.82925, nanoGy 
Dose in ,Glaskörper:1_3135, 0, picoGy 
Dose in ,Netzhaut:1_598, 0, picoGy 
Dose in ,Netzhaut:1_1155, 193.67, nanoGy 
Dose in ,Sclera:1_2168, 367.498, nanoGy 
Dose in ,Glaskörper:1_5544, 215.123, nanoGy 
Dose in ,Linse:1_59, 110.46, nanoGy 
Dose in ,Glaskörper:1_4882, 7.40195, nanoGy 
Dose in ,Glaskörper:1_1722, 23.8317, nanoGy 
Dose in ,Sclera:1_1461, 0, picoGy 
Dose in ,Sclera:1_646, 16.6684, nanoGy 
Dose in ,Sclera:1_120, 505.395, nanoGy 
Dose in ,Sclera:1_1307, 279.189, nanoGy 
Dose in ,Glaskörper:1_1044, 192.934, nanoGy 
Dose in ,Glaskörper:1_5222, 169.626, nanoGy 
Dose in ,Netzhaut:1_1633, 171.718, nanoGy 
Dose in ,Glaskörper:1_3653, 22.6419, nanoGy 
Dose in ,Glaskörper:1_2559, 143.729, nanoGy 
Dose in ,Glaskörper:1_5236, 195.509, nanoGy 
Dose in ,Glaskörper:1_4128, 94.6509, nanoGy 
Dose in ,Netzhaut:1_1627, 0, picoGy 
Dose in ,Glaskörper:1_3647, 194.809, nanoGy 
Dose in ,Sclera:1_134, 0, picoGy 
Dose in ,Cornea:1_179, 710.246, nanoGy 
Dose in ,Sclera:1_1313, 216.954, nanoGy 
Dose in ,Glaskörper:1_349, 94.9367, nanoGy 
Dose in ,Glaskörper:1_1050, 79.6894, nanoGy 
Dose in ,Glaskörper:1_1736, 46.7014, nanoGy 
Dose in ,Glaskörper:1_6059, 100.237, nanoGy 
Dose in ,Sclera:1_1475, 311.916, nanoGy 
Dose in ,Sclera:1_652, 264.544, nanoGy 
Dose in ,Glaskörper:1_3121, 25.1434, nanoGy 
Dose in ,Netzhaut:1_1141, 283.339, nanoGy 
Dose in ,Glaskörper:1_5550, 951.469, nanoGy 
Dose in ,Glaskörper:1_4896, 28.8934, nanoGy 
Dose in ,Choroidea:1_1897, 110.259, nanoGy 
Dose in ,Glaskörper:1_2968, 91.3131, nanoGy 
Dose in ,Glaskörper:1_71, 246.059, nanoGy 
Dose in ,Sehnerv:1_89, 0, picoGy 
Dose in ,Choroidea:1_990, 0, picoGy 
Dose in ,Cornea:1_390, 442.414, nanoGy 
Dose in ,Choroidea:1_2346, 456.501, nanoGy 
Dose in ,Choroidea:1_748, 160.683, nanoGy 
Dose in ,Applikator:1_735, 0, picoGy 
Dose in ,Sclera:1_1844, 134.99, nanoGy 
Dose in ,Netzhaut:1_765, 249.856, nanoGy 
Dose in ,Sclera:1_2395, 104.17, nanoGy 
Dose in ,Glaskörper:1_5961, 134.827, nanoGy 
Dose in ,Choroidea:1_1129, 626.391, nanoGy 
Dose in ,Netzhaut:1_771, 0, picoGy 
Dose in ,Glaskörper:1_1, 0, picoGy 
Dose in ,Sclera:1_2381, 0, picoGy 
Dose in ,Glaskörper:1_5975, 18.784, nanoGy 
Dose in ,Sclera:1_1850, 175.797, nanoGy 
Dose in ,Sclera:1_1688, 148.65, nanoGy 
Dose in ,Glaskörper:1_65, 147.825, nanoGy 
Dose in ,Cornea:1_384, 559.643, nanoGy 
Dose in ,Choroidea:1_984, 153.513, nanoGy 
Dose in ,Choroidea:1_2352, 164.898, nanoGy 
Dose in ,Applikator:1_721, 256.671, nanoGy 
Dose in ,Choroidea:1_1883, 0, picoGy 
Dose in ,Glaskörper:1_1285, 74.4001, nanoGy 
Dose in ,Choroidea:1_774, 182.026, nanoGy 
Dose in ,Applikator:1_709, 9.58453, nanoGy 
Dose in ,Choroidea:1_1673, 133.223, nanoGy 
Dose in ,Linse:1_123, 40.9508, nanoGy 
Dose in ,Glaskörper:1_3492, 81.8697, nanoGy 
Dose in ,Glaskörper:1_2954, 61.92, nanoGy 
Dose in ,Netzhaut:1_759, 239.198, nanoGy 
Dose in ,Netzhaut:1_1394, 0, picoGy 
Dose in ,Choroidea:1_1115, 303.74, nanoGy 
Dose in ,Netzhaut:1_981, 135.196, nanoGy 
Dose in ,Glaskörper:1_5785, 61.9353, nanoGy 
Dose in ,Sclera:1_1878, 163.235, nanoGy 
Dose in ,Sclera:1_487, 0, picoGy 
Dose in ,Glaskörper:1_822, 0, picoGy 
Dose in ,Glaskörper:1_6298, 85.5356, nanoGy 
Dose in ,Sclera:1_493, 0, picoGy 
Dose in ,Glaskörper:1_836, 0, picoGy 
Dose in ,Netzhaut:1_1380, 0, picoGy 
Dose in ,Glaskörper:1_5949, 55.2817, nanoGy 
Dose in ,Choroidea:1_1101, 184.612, nanoGy 
Dose in ,Netzhaut:1_995, 36.7659, nanoGy 
Dose in ,Glaskörper:1_5791, 13.4769, nanoGy 
Dose in ,Glaskörper:1_2798, 15.3428, nanoGy 
Dose in ,Choroidea:1_1667, 0, picoGy 
Dose in ,Kammerwasser:1_588, 196.79, nanoGy 
Dose in ,Glaskörper:1_3486, 126.626, nanoGy 
Dose in ,Linse:1_137, 30.3919, nanoGy 
Dose in ,Glaskörper:1_2940, 48.7994, nanoGy 
Dose in ,Glaskörper:1_59, 231.055, nanoGy 
Dose in ,Glaskörper:1_1291, 12.6214, nanoGy 
Dose in ,Choroidea:1_760, 0, picoGy 
Dose in ,Glaskörper:1_188, 226.609, nanoGy 
Dose in ,Glaskörper:1_163, 0, picoGy 
Dose in ,Glaskörper:1_6515, 77.4229, nanoGy 
Dose in ,Sclera:1_1139, 0, picoGy 
Dose in ,Netzhaut:1_2104, 72.3377, nanoGy 
Dose in ,Choroidea:1_953, 0, picoGy 
Dose in ,Cornea:1_353, 147.474, nanoGy 
Dose in ,Glaskörper:1_4302, 44.2321, nanoGy 
Dose in ,Sclera:1_2430, 551.363, nanoGy 
Dose in ,Choroidea:1_1854, 604.744, nanoGy 
Dose in ,Glaskörper:1_2773, 0, picoGy 
Dose in ,Kammerwasser:1_563, 273.704, nanoGy 
Dose in ,Glaskörper:1_2015, 65.6221, nanoGy 
Dose in ,Kammerwasser:1_205, 255.652, nanoGy 
Dose in ,Glaskörper:1_4464, 216.43, nanoGy 
Dose in ,Sclera:1_2356, 456.285, nanoGy 
Dose in ,Sclera:1_478, 515.216, nanoGy 
Dose in ,Glaskörper:1_605, 79.4997, nanoGy 
Dose in ,Glaskörper:1_6273, 36.5671, nanoGy 
Dose in ,Sclera:1_1887, 151.509, nanoGy 
Dose in ,Glaskörper:1_611, 70.276, nanoGy 
Dose in ,Glaskörper:1_6267, 27.3504, nanoGy 
Dose in ,Sclera:1_1893, 312.078, nanoGy 
Dose in ,Glaskörper:1_1508, 19.6162, nanoGy 
Dose in ,Kammerwasser:1_211, 0, picoGy 
Dose in ,Glaskörper:1_2001, 4.45587, nanoGy 
Dose in ,Glaskörper:1_4470, 115.994, nanoGy 
Dose in ,Sclera:1_2342, 249.821, nanoGy 
Dose in ,Glaskörper:1_3479, 0, picoGy 
Dose in ,Netzhaut:1_1419, 110.248, nanoGy 
Dose in ,Glaskörper:1_4316, 110.724, nanoGy 
Dose in ,Choroidea:1_1840, 0, picoGy 
Dose in ,Sclera:1_2424, 121.227, nanoGy 
Dose in ,Glaskörper:1_5008, 12.7234, nanoGy 
Dose in ,Kammerwasser:1_577, 0, picoGy 
Dose in ,Choroidea:1_1698, 217.591, nanoGy 
Dose in ,Glaskörper:1_2767, 49.076, nanoGy 
Dose in ,Glaskörper:1_177, 245.827, nanoGy 
Dose in ,Glaskörper:1_6501, 149.197, nanoGy 
Dose in ,Netzhaut:1_2110, 556.153, nanoGy 
Dose in ,Cornea:1_347, 337.89, nanoGy 
Dose in ,Choroidea:1_947, 273.633, nanoGy 
Dose in ,Glaskörper:1_3451, 28.9821, nanoGy 
Dose in ,Glaskörper:1_2997, 0, picoGy 
Dose in ,Choroidea:1_1868, 312.337, nanoGy 
Dose in ,Netzhaut:1_1431, 68.6036, nanoGy 
Dose in ,Choroidea:1_9, 160.116, nanoGy 
Dose in ,Glaskörper:1_5020, 0, picoGy 
Dose in ,Glaskörper:1_1246, 25.2532, nanoGy 
Dose in ,Glaskörper:1_6529, 219.891, nanoGy 
Dose in ,Netzhaut:1_2138, 655.509, nanoGy 
Dose in ,Sclera:1_1105, 0, picoGy 
Dose in ,Applikator:1_912, 209.748, nanoGy 
Dose in ,Sclera:1_322, 238.529, nanoGy 
Dose in ,Sehnerv:1_76, 0, picoGy 
Dose in ,Sclera:1_444, 422.01, nanoGy 
Dose in ,Sclera:1_1663, 160.277, nanoGy 
Dose in ,Glaskörper:1_639, 229.306, nanoGy 
Dose in ,Glaskörper:1_1520, 136.905, nanoGy 
Dose in ,Glaskörper:1_2029, 84.3015, nanoGy 
Dose in ,Kammerwasser:1_239, 83.549, nanoGy 
Dose in ,Netzhaut:1_942, 0, picoGy 
Dose in ,Glaskörper:1_5746, 105.285, nanoGy 
Dose in ,Netzhaut:1_1357, 232.899, nanoGy 
Dose in ,Glaskörper:1_4458, 54.7997, nanoGy 
Dose in ,Glaskörper:1_3337, 127.944, nanoGy 
Dose in ,Netzhaut:1_956, 29.6059, nanoGy 
Dose in ,Glaskörper:1_5752, 54.2333, nanoGy 
Dose in ,Netzhaut:1_1343, 420.425, nanoGy 
Dose in ,Glaskörper:1_3323, 65.4361, nanoGy 
Dose in ,Sclera:1_450, 135.353, nanoGy 
Dose in ,Sclera:1_1677, 0, picoGy 
Dose in ,Glaskörper:1_1534, 58.1422, nanoGy 
Dose in ,Glaskörper:1_1252, 0, picoGy 
Dose in ,Sclera:1_1111, 222.506, nanoGy 
Dose in ,Sclera:1_336, 59.0016, nanoGy 
Dose in ,Applikator:1_906, 327.239, nanoGy 
Dose in ,Sehnerv:1_62, 0, picoGy 
Dose in ,Glaskörper:1_3445, 59.6951, nanoGy 
Dose in ,Sclera:1_2418, 0, picoGy 
Dose in ,Glaskörper:1_2983, 0, picoGy 
Dose in ,Netzhaut:1_1425, 137.759, nanoGy 
Dose in ,Glaskörper:1_5034, 88.6876, nanoGy 
Dose in ,Netzhaut:1_177, 619.602, nanoGy 
Dose in ,Netzhaut:1_51, 0, picoGy 
Dose in ,Sclera:1_2587, 199.337, nanoGy 
Dose in ,Sehnerv:1_143, 13.965, nanoGy 
Dose in ,Applikator:1_641, 207.65, nanoGy 
Dose in ,Choroidea:1_2232, 41.3783, nanoGy 
Dose in ,Applikator:1_899, 697.307, nanoGy 
Dose in ,Cornea:1_81, 0, picoGy 
Dose in ,Sclera:1_1930, 66.3416, nanoGy 
Dose in ,Applikator:1_127, 150.749, nanoGy 
Dose in ,Sehnerv:1_625, 0, picoGy 
Dose in ,Glaskörper:1_5815, 244.222, nanoGy 
Dose in ,Netzhaut:1_611, 122.375, nanoGy 
Dose in ,Choroidea:1_1049, 152.689, nanoGy 
Dose in ,Glaskörper:1_5801, 96.2935, nanoGy 
Dose in ,Sehnerv:1_631, 0, picoGy 
Dose in ,Netzhaut:1_605, 199.751, nanoGy 
Dose in ,Cornea:1_95, 361.106, nanoGy 
Dose in ,Sclera:1_1924, 0, picoGy 
Dose in ,Applikator:1_133, 67.1508, nanoGy 
Dose in ,Choroidea:1_628, 53.3931, nanoGy 
Dose in ,Applikator:1_655, 212.522, nanoGy 
Dose in ,Choroidea:1_2226, 119.231, nanoGy 
Dose in ,Netzhaut:1_45, 23.7962, nanoGy 
Dose in ,Netzhaut:1_163, 0, picoGy 
Dose in ,Glaskörper:1_2808, 73.3398, nanoGy 
Dose in ,Sclera:1_2593, 165.973, nanoGy 
Dose in ,Sehnerv:1_157, 43.8226, nanoGy 
Dose in ,Choroidea:1_600, 45.486, nanoGy 
Dose in ,Sclera:1_295, 8.42208, nanoGy 
Dose in ,Perifovea:1_5, 0, picoGy 
Dose in ,Glaskörper:1_2820, 10.2772, nanoGy 
Dose in ,Netzhaut:1_1586, 0, picoGy 
Dose in ,Glaskörper:1_4289, 35.9328, nanoGy 
Dose in ,Choroidea:1_1707, 0, picoGy 
Dose in ,Glaskörper:1_5197, 19.435, nanoGy 
Dose in ,Choroidea:1_1061, 103.046, nanoGy 
Dose in ,Glaskörper:1_3280, 45.1231, nanoGy 
Dose in ,Sehnerv:1_619, 0, picoGy 
Dose in ,Glaskörper:1_5829, 0, picoGy 
Dose in ,Glaskörper:1_956, 82.8307, nanoGy 
Dose in ,Glaskörper:1_1497, 49.4212, nanoGy 
Dose in ,Choroidea:1_166, 243.239, nanoGy 
Dose in ,Choroidea:1_88, 184.13, nanoGy 
Dose in ,Glaskörper:1_942, 94.1084, nanoGy 
Dose in ,Glaskörper:1_1483, 42.4914, nanoGy 
Dose in ,Sclera:1_1918, 6.81663, nanoGy 
Dose in ,Choroidea:1_172, 149.58, nanoGy 
Dose in ,Choroidea:1_1075, 579.248, nanoGy 
Dose in ,Glaskörper:1_3294, 121.604, nanoGy 
Dose in ,Netzhaut:1_639, 0, picoGy 
Dose in ,Glaskörper:1_2834, 7.82722, nanoGy 
Dose in ,Netzhaut:1_79, 398.707, nanoGy 
Dose in ,Netzhaut:1_1592, 312.462, nanoGy 
Dose in ,Choroidea:1_1713, 205.738, nanoGy 
Dose in ,Glaskörper:1_5183, 119.212, nanoGy 
Dose in ,Choroidea:1_614, 90.6785, nanoGy 
Dose in ,Applikator:1_669, 169.465, nanoGy 
Dose in ,Sclera:1_281, 142.066, nanoGy 
Dose in ,Cornea:1_227, 195.508, nanoGy 
Dose in ,Choroidea:1_827, 202.754, nanoGy 
Dose in ,Netzhaut:1_2070, 204.61, nanoGy 
Dose in ,Applikator:1_682, 513.972, nanoGy 
Dose in ,Glaskörper:1_6461, 151.894, nanoGy 
Dose in ,Kammerwasser:1_417, 33.6353, nanoGy 
Dose in ,Glaskörper:1_2607, 216.666, nanoGy 
Dose in ,Glaskörper:1_5168, 32.197, nanoGy 
Dose in ,Netzhaut:1_92, 40.0643, nanoGy 
Dose in ,Netzhaut:1_1579, 9.91321, nanoGy 
Dose in ,Glaskörper:1_4276, 0, picoGy 
Dose in ,Choroidea:1_1920, 220.392, nanoGy 
Dose in ,Sclera:1_2544, 281.117, nanoGy 
Dose in ,Sehnerv:1_180, 0, picoGy 
Dose in ,Glaskörper:1_3519, 80.8846, nanoGy 
Dose in ,Glaskörper:1_4510, 0, picoGy 
Dose in ,Sclera:1_2222, 0, picoGy 
Dose in ,Kammerwasser:1_371, 35.7676, nanoGy 
Dose in ,Glaskörper:1_2161, 109.62, nanoGy 
Dose in ,Glaskörper:1_1468, 185.481, nanoGy 
Dose in ,Glaskörper:1_771, 79.1883, nanoGy 
Dose in ,Choroidea:1_199, 95.5271, nanoGy 
Dose in ,Glaskörper:1_6307, 88.5977, nanoGy 
Dose in ,Choroidea:1_63, 375.174, nanoGy 
Dose in ,Cornea:1_42, 0, picoGy 
Dose in ,Glaskörper:1_765, 291.902, nanoGy 
Dose in ,Glaskörper:1_6313, 58.3562, nanoGy 
Dose in ,Cornea:1_56, 345.068, nanoGy 
Dose in ,Sclera:1_518, 532.474, nanoGy 
Dose in ,Choroidea:1_77, 615.743, nanoGy 
Dose in ,Glaskörper:1_4504, 160.58, nanoGy 
Dose in ,Sclera:1_2236, 298.907, nanoGy 
Dose in ,Glaskörper:1_2175, 0, picoGy 
Dose in ,Kammerwasser:1_365, 393.603, nanoGy 
Dose in ,Glaskörper:1_2613, 0, picoGy 
Dose in ,Kammerwasser:1_403, 11.0099, nanoGy 
Dose in ,Glaskörper:1_4262, 44.0499, nanoGy 
Dose in ,Netzhaut:1_86, 429.031, nanoGy 
Dose in ,Sclera:1_2550, 399.241, nanoGy 
Dose in ,Choroidea:1_1934, 312.505, nanoGy 
Dose in ,Sehnerv:1_194, 0, picoGy 
Dose in ,Choroidea:1_833, 266.51, nanoGy 
Dose in ,Cornea:1_233, 391.506, nanoGy 
Dose in ,Sclera:1_1059, 221.924, nanoGy 
Dose in ,Netzhaut:1_2064, 128.06, nanoGy 
Dose in ,Glaskörper:1_6475, 139.171, nanoGy 
Dose in ,Applikator:1_696, 380.19, nanoGy 
Dose in ,Glaskörper:1_5154, 27.7565, nanoGy 
Dose in ,Sclera:1_2578, 405.871, nanoGy 
Dose in ,Netzhaut:1_188, 0, picoGy 
Dose in ,Netzhaut:1_1545, 128.267, nanoGy 
Dose in ,Glaskörper:1_3525, 0, picoGy 
Dose in ,Sclera:1_256, 0, picoGy 
Dose in ,Applikator:1_866, 164.157, nanoGy 
Dose in ,Sclera:1_36, 576.039, nanoGy 
Dose in ,Sclera:1_1071, 199.988, nanoGy 
Dose in ,Glaskörper:1_1332, 132.767, nanoGy 
Dose in ,Glaskörper:1_1454, 73.7354, nanoGy 
Dose in ,Sclera:1_1717, 63.236, nanoGy 
Dose in ,Sclera:1_530, 395.699, nanoGy 
Dose in ,Glaskörper:1_995, 59.4558, nanoGy 
Dose in ,Glaskörper:1_3243, 99.9648, nanoGy 
Dose in ,Netzhaut:1_1223, 0, picoGy 
Dose in ,Glaskörper:1_5632, 19.9892, nanoGy 
Dose in ,Netzhaut:1_836, 342.884, nanoGy 
Dose in ,Glaskörper:1_3257, 102.912, nanoGy 
Dose in ,Netzhaut:1_1237, 152.737, nanoGy 
Dose in ,Glaskörper:1_4538, 128.282, nanoGy 
Dose in ,Glaskörper:1_5626, 38.1742, nanoGy 
Dose in ,Glaskörper:1_2149, 161.245, nanoGy 
Dose in ,Kammerwasser:1_359, 73.7811, nanoGy 
Dose in ,Netzhaut:1_822, 253.904, nanoGy 
Dose in ,Glaskörper:1_1440, 179.052, nanoGy 
Dose in ,Glaskörper:1_759, 183.6, nanoGy 
Dose in ,Sclera:1_1703, 291.485, nanoGy 
Dose in ,Sclera:1_524, 156.693, nanoGy 
Dose in ,Glaskörper:1_981, 86.1013, nanoGy 
Dose in ,Sclera:1_22, 45.7015, nanoGy 
Dose in ,Applikator:1_872, 319.4, nanoGy 
Dose in ,Sclera:1_242, 33.0757, nanoGy 
Dose in ,Netzhaut:1_2058, 0, picoGy 
Dose in ,Sclera:1_1065, 0, picoGy 
Dose in ,Glaskörper:1_6449, 51.4857, nanoGy 
Dose in ,Glaskörper:1_1326, 39.8097, nanoGy 
Dose in ,Glaskörper:1_5140, 0, picoGy 
Dose in ,Choroidea:1_1908, 275.667, nanoGy 
Dose in ,Netzhaut:1_1551, 237.154, nanoGy 
Dose in ,Glaskörper:1_3531, 19.3757, nanoGy 
Dose in ,Netzhaut:1_413, 24.4946, nanoGy 
Dose in ,Sehnerv:1_427, 126.757, nanoGy 
Dose in ,Glaskörper:1_4909, 366.268, nanoGy 
Dose in ,Choroidea:1_358, 179.421, nanoGy 
Dose in ,Sclera:1_915, 62.6849, nanoGy 
Dose in ,Kammerwasser:1_77, 52.468, nanoGy 
Dose in ,Applikator:1_325, 423.37, nanoGy 
Dose in ,Glaskörper:1_1871, 0, picoGy 
Dose in ,Choroidea:1_2030, 127.66, nanoGy 
Dose in ,Applikator:1_443, 262.126, nanoGy 
Dose in ,Glaskörper:1_3900, 56.5086, nanoGy 
Dose in ,Choroidea:1_1539, 2.66228, microGy
Dose in ,PapilleNetzhaut:1_7, 0, picoGy 
Dose in ,Netzhaut:1_1960, 0, picoGy 
Dose in ,Linse:1_269, 66.2249, nanoGy 
Dose in ,Sehnerv:1_341, 0, picoGy 
Dose in ,Sclera:1_2785, 166.689, nanoGy 
Dose in ,Netzhaut:1_375, 218.06, nanoGy 
